id,kode_provinsi,nama_provinsi,nama_pos_hujan,nama_stasiun_hujan,bulan,jumlah_curah_hujan,satuan,tahun
1408,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,APRIL,111.0,MILIMETER,2019
1409,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,MEI,29.0,MILIMETER,2019
1410,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,JUNI,0.0,MILIMETER,2019
1411,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,JULI,0.0,MILIMETER,2019
1412,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,AGUSTUS,0.0,MILIMETER,2019
1413,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,SEPTEMBER,0.0,MILIMETER,2019
1414,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,OKTOBER,0.0,MILIMETER,2019
1415,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,NOVEMBER,12.0,MILIMETER,2019
1416,32.0,JAWA BARAT,CISADEA-CIBARENO,DATARNANGKA,DESEMBER,69.0,MILIMETER,2019
1417,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JANUARI,86.0,MILIMETER,2019
1418,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,FEBRUARI,75.0,MILIMETER,2019
1419,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,MARET,57.0,MILIMETER,2019
1420,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,APRIL,54.0,MILIMETER,2019
1421,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,MEI,28.0,MILIMETER,2019
1422,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JUNI,6.0,MILIMETER,2019
1423,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,JULI,0.0,MILIMETER,2019
1424,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,AGUSTUS,12.0,MILIMETER,2019
1425,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,SEPTEMBER,30.0,MILIMETER,2019
1426,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,OKTOBER,66.0,MILIMETER,2019
1427,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,NOVEMBER,46.0,MILIMETER,2019
1428,32.0,JAWA BARAT,CISADEA-CIBARENO,GEGER BITUNG,DESEMBER,73.0,MILIMETER,2019
1429,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JANUARI,57.0,MILIMETER,2019
1430,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,FEBRUARI,102.0,MILIMETER,2019
1431,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,MARET,115.0,MILIMETER,2019
1432,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,APRIL,76.0,MILIMETER,2019
1433,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,MEI,67.0,MILIMETER,2019
1434,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JUNI,34.0,MILIMETER,2019
1435,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,JULI,1.0,MILIMETER,2019
1436,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,AGUSTUS,25.0,MILIMETER,2019
1437,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,SEPTEMBER,65.0,MILIMETER,2019
1438,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,OKTOBER,60.0,MILIMETER,2019
1439,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,NOVEMBER,55.0,MILIMETER,2019
1440,32.0,JAWA BARAT,CISADEA-CIBARENO,MANGGIS,DESEMBER,98.0,MILIMETER,2019
1441,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JANUARI,88.0,MILIMETER,2019
1442,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,FEBRUARI,88.0,MILIMETER,2019
1443,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,MARET,138.0,MILIMETER,2019
1444,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,APRIL,77.0,MILIMETER,2019
1445,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,MEI,74.0,MILIMETER,2019
1446,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JUNI,2.0,MILIMETER,2019
1447,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,JULI,6.0,MILIMETER,2019
1448,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,AGUSTUS,0.0,MILIMETER,2019
1449,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,SEPTEMBER,8.0,MILIMETER,2019
1450,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,OKTOBER,19.0,MILIMETER,2019
1451,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,NOVEMBER,64.0,MILIMETER,2019
1452,32.0,JAWA BARAT,CISADEA-CIBARENO,PAGELARAN/CIJAMPANG,DESEMBER,95.0,MILIMETER,2019
1453,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JANUARI,115.0,MILIMETER,2019
1454,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,FEBRUARI,53.0,MILIMETER,2019
1455,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,MARET,42.0,MILIMETER,2019
1456,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,APRIL,92.0,MILIMETER,2019
1457,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,MEI,95.0,MILIMETER,2019
1458,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JUNI,3.0,MILIMETER,2019
1459,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,JULI,33.0,MILIMETER,2019
1460,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,AGUSTUS,31.0,MILIMETER,2019
1461,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,SEPTEMBER,19.0,MILIMETER,2019
1462,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,OKTOBER,40.0,MILIMETER,2019
1463,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,NOVEMBER,122.0,MILIMETER,2019
1464,32.0,JAWA BARAT,CISADEA-CIBARENO,SINAGAR,DESEMBER,141.0,MILIMETER,2019
1465,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JANUARI,53.0,MILIMETER,2019
1466,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,FEBRUARI,87.0,MILIMETER,2019
1467,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,MARET,52.0,MILIMETER,2019
1468,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,APRIL,84.0,MILIMETER,2019
1469,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,MEI,67.0,MILIMETER,2019
1470,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JUNI,3.0,MILIMETER,2019
1471,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,JULI,11.0,MILIMETER,2019
1472,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,AGUSTUS,1.0,MILIMETER,2019
1473,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,SEPTEMBER,16.0,MILIMETER,2019
1474,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,OKTOBER,6.0,MILIMETER,2019
1475,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,NOVEMBER,55.0,MILIMETER,2019
1476,32.0,JAWA BARAT,CISADEA-CIBARENO,SITU MEKAR,DESEMBER,114.0,MILIMETER,2019
1477,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JANUARI,131.0,MILIMETER,2019
1478,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,FEBRUARI,117.0,MILIMETER,2019
1479,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,MARET,177.0,MILIMETER,2019
1480,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,APRIL,99.0,MILIMETER,2019
1481,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,MEI,120.0,MILIMETER,2019
1482,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JUNI,36.0,MILIMETER,2019
1483,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,JULI,0.0,MILIMETER,2019
1484,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,AGUSTUS,13.0,MILIMETER,2019
1485,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,SEPTEMBER,11.0,MILIMETER,2019
1486,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,OKTOBER,58.0,MILIMETER,2019
1487,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,NOVEMBER,59.0,MILIMETER,2019
1488,32.0,JAWA BARAT,CISADEA-CIBARENO,SUKANAGARA,DESEMBER,133.0,MILIMETER,2019
1489,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JANUARI,80.0,MILIMETER,2019
1490,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,FEBRUARI,63.0,MILIMETER,2019
1491,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,MARET,70.0,MILIMETER,2019
1492,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,APRIL,70.0,MILIMETER,2019
1493,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,MEI,20.0,MILIMETER,2019
1494,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JUNI,0.0,MILIMETER,2019
1495,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,JULI,0.0,MILIMETER,2019
1496,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,AGUSTUS,0.0,MILIMETER,2019
1497,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,SEPTEMBER,0.0,MILIMETER,2019
1498,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,OKTOBER,3.0,MILIMETER,2019
1499,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,NOVEMBER,8.0,MILIMETER,2019
1500,32.0,JAWA BARAT,CISADEA-CIBARENO,TANGGEUNG,DESEMBER,71.0,MILIMETER,2019
1501,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JANUARI,10.0,MILIMETER,2020
1502,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,FEBRUARI,35.0,MILIMETER,2020
1503,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,MARET,32.0,MILIMETER,2020
1504,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,APRIL,76.0,MILIMETER,2020
1505,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,MEI,73.0,MILIMETER,2020
1506,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JUNI,107.0,MILIMETER,2020
1507,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,JULI,30.0,MILIMETER,2020
1508,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,AGUSTUS,0.0,MILIMETER,2020
1509,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,SEPTEMBER,20.0,MILIMETER,2020
1510,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,OKTOBER,40.0,MILIMETER,2020
1511,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,NOVEMBER,65.0,MILIMETER,2020
1512,32.0,JAWA BARAT,CISADEA-CIBARENO,BATU KARUT,DESEMBER,110.0,MILIMETER,2020
1513,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JANUARI,45.0,MILIMETER,2020
1514,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,FEBRUARI,45.0,MILIMETER,2020
1515,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,MARET,65.0,MILIMETER,2020
1516,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,APRIL,33.0,MILIMETER,2020
1517,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,MEI,36.0,MILIMETER,2020
1518,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JUNI,18.0,MILIMETER,2020
1519,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,JULI,18.0,MILIMETER,2020
1520,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,AGUSTUS,16.0,MILIMETER,2020
1521,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,SEPTEMBER,38.0,MILIMETER,2020
1522,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,OKTOBER,45.0,MILIMETER,2020
1523,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,NOVEMBER,48.0,MILIMETER,2020
1524,32.0,JAWA BARAT,CISADEA-CIBARENO,CIAUL PASIR,DESEMBER,48.0,MILIMETER,2020
1525,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JANUARI,92.0,MILIMETER,2020
1526,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,FEBRUARI,55.0,MILIMETER,2020
1527,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,MARET,118.0,MILIMETER,2020
1528,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,APRIL,62.0,MILIMETER,2020
1529,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,MEI,70.0,MILIMETER,2020
1530,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JUNI,92.0,MILIMETER,2020
1531,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,JULI,54.0,MILIMETER,2020
1532,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,AGUSTUS,68.0,MILIMETER,2020
1533,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,SEPTEMBER,68.0,MILIMETER,2020
1534,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,OKTOBER,149.0,MILIMETER,2020
1535,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,NOVEMBER,176.0,MILIMETER,2020
1536,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBARUSAH-CIKARANG NGULUWUNG,DESEMBER,113.0,MILIMETER,2020
1537,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,JANUARI,54.0,MILIMETER,2020
1538,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,FEBRUARI,75.0,MILIMETER,2020
1539,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,MARET,99.0,MILIMETER,2020
1540,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,APRIL,91.0,MILIMETER,2020
1541,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,MEI,79.0,MILIMETER,2020
1542,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,JUNI,24.0,MILIMETER,2020
1543,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,JULI,34.0,MILIMETER,2020
1544,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,AGUSTUS,7.0,MILIMETER,2020
1545,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,SEPTEMBER,80.0,MILIMETER,2020
1546,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,OKTOBER,121.0,MILIMETER,2020
1547,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,NOVEMBER,120.0,MILIMETER,2020
1548,32.0,JAWA BARAT,CISADEA-CIBARENO,CIBEBER,DESEMBER,85.0,MILIMETER,2020
1549,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,JANUARI,84.0,MILIMETER,2020
1550,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,FEBRUARI,74.0,MILIMETER,2020
1551,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,MARET,107.0,MILIMETER,2020
1552,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,APRIL,89.0,MILIMETER,2020
1553,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,MEI,70.0,MILIMETER,2020
1554,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,JUNI,28.0,MILIMETER,2020
1555,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,JULI,4.0,MILIMETER,2020
1556,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,AGUSTUS,38.0,MILIMETER,2020
1557,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,SEPTEMBER,49.0,MILIMETER,2020
1558,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,OKTOBER,67.0,MILIMETER,2020
1559,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,NOVEMBER,70.0,MILIMETER,2020
1560,32.0,JAWA BARAT,CISADEA-CIBARENO,CICATIH,DESEMBER,44.0,MILIMETER,2020
1561,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,JANUARI,141.0,MILIMETER,2020
1562,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,FEBRUARI,56.0,MILIMETER,2020
1563,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,MARET,89.0,MILIMETER,2020
1564,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,APRIL,51.0,MILIMETER,2020
1565,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,MEI,72.0,MILIMETER,2020
1566,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,JUNI,75.0,MILIMETER,2020
1567,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,JULI,11.0,MILIMETER,2020
1568,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,AGUSTUS,5.0,MILIMETER,2020
1569,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,SEPTEMBER,26.0,MILIMETER,2020
1570,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,OKTOBER,131.0,MILIMETER,2020
1571,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,NOVEMBER,106.0,MILIMETER,2020
1572,32.0,JAWA BARAT,CISADEA-CIBARENO,CIDAUN,DESEMBER,85.0,MILIMETER,2020
1573,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,JANUARI,180.0,MILIMETER,2020
1574,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,FEBRUARI,106.0,MILIMETER,2020
1575,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,MARET,228.0,MILIMETER,2020
1576,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,APRIL,70.0,MILIMETER,2020
1577,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,MEI,89.0,MILIMETER,2020
1578,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,JUNI,175.0,MILIMETER,2020
1579,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,JULI,67.0,MILIMETER,2020
1580,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,AGUSTUS,41.0,MILIMETER,2020
1581,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,SEPTEMBER,44.0,MILIMETER,2020
1582,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,OKTOBER,185.0,MILIMETER,2020
1583,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,NOVEMBER,186.0,MILIMETER,2020
1584,32.0,JAWA BARAT,CISADEA-CIBARENO,CIGANGSA,DESEMBER,211.0,MILIMETER,2020
1585,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,JANUARI,74.0,MILIMETER,2020
1586,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,FEBRUARI,56.0,MILIMETER,2020
1587,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,MARET,87.0,MILIMETER,2020
1588,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,APRIL,46.0,MILIMETER,2020
1589,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,MEI,63.0,MILIMETER,2020
1590,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,JUNI,48.0,MILIMETER,2020
1591,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,JULI,12.0,MILIMETER,2020
1592,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,AGUSTUS,14.0,MILIMETER,2020
1593,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,SEPTEMBER,54.0,MILIMETER,2020
1594,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,OKTOBER,97.0,MILIMETER,2020
1595,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,NOVEMBER,105.0,MILIMETER,2020
1596,32.0,JAWA BARAT,CISADEA-CIBARENO,CIJULANG,DESEMBER,87.0,MILIMETER,2020
1597,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JANUARI,123.0,MILIMETER,2020
1598,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,FEBRUARI,88.0,MILIMETER,2020
1599,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,MARET,248.0,MILIMETER,2020
1600,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,APRIL,144.0,MILIMETER,2020
1601,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,MEI,210.0,MILIMETER,2020
1602,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JUNI,178.0,MILIMETER,2020
1603,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,JULI,52.0,MILIMETER,2020
1604,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,AGUSTUS,137.0,MILIMETER,2020
1605,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,SEPTEMBER,133.0,MILIMETER,2020
1606,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,OKTOBER,235.0,MILIMETER,2020
1607,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,NOVEMBER,205.0,MILIMETER,2020
1608,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKELAT,DESEMBER,102.0,MILIMETER,2020
1609,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JANUARI,38.0,MILIMETER,2020
1610,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,FEBRUARI,61.0,MILIMETER,2020
1611,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,MARET,125.0,MILIMETER,2020
1612,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,APRIL,57.0,MILIMETER,2020
1613,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,MEI,56.0,MILIMETER,2020
1614,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JUNI,43.0,MILIMETER,2020
1615,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,JULI,9.0,MILIMETER,2020
1616,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,AGUSTUS,17.0,MILIMETER,2020
1617,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,SEPTEMBER,89.0,MILIMETER,2020
1618,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,OKTOBER,47.0,MILIMETER,2020
1619,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,NOVEMBER,56.0,MILIMETER,2020
1620,32.0,JAWA BARAT,CISADEA-CIBARENO,CIKIDANG,DESEMBER,51.0,MILIMETER,2020
1621,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JANUARI,129.0,MILIMETER,2020
1622,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,FEBRUARI,108.0,MILIMETER,2020
1623,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,MARET,179.0,MILIMETER,2020
1624,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,APRIL,55.0,MILIMETER,2020
1625,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,MEI,84.0,MILIMETER,2020
1626,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JUNI,69.0,MILIMETER,2020
1627,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,JULI,27.0,MILIMETER,2020
1628,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,AGUSTUS,8.0,MILIMETER,2020
1629,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,SEPTEMBER,95.0,MILIMETER,2020
1630,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,OKTOBER,113.0,MILIMETER,2020
1631,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,NOVEMBER,72.0,MILIMETER,2020
1632,32.0,JAWA BARAT,CISADEA-CIBARENO,CILETUH,DESEMBER,208.0,MILIMETER,2020
1633,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JANUARI,69.0,MILIMETER,2020
1634,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,FEBRUARI,52.0,MILIMETER,2020
1635,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,MARET,188.0,MILIMETER,2020
1636,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,APRIL,44.0,MILIMETER,2020
1637,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,MEI,84.0,MILIMETER,2020
1638,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JUNI,37.0,MILIMETER,2020
1639,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,JULI,12.0,MILIMETER,2020
1640,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,AGUSTUS,26.0,MILIMETER,2020
1641,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,SEPTEMBER,9.0,MILIMETER,2020
1642,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,OKTOBER,47.0,MILIMETER,2020
1643,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,NOVEMBER,23.0,MILIMETER,2020
1644,32.0,JAWA BARAT,CISADEA-CIBARENO,CIMANDIRI,DESEMBER,75.0,MILIMETER,2020
1645,32.0,JAWA BARAT,CISADEA-CIBARENO,CIRADEN,JANUARI,105.0,MILIMETER,2020
